OrderID,Customer,Date,Product,Category,Qty,Price,Status
1234,Jack  PHX,08/17/2024,Pen Set,Office,3,12,processing
1235,Diana Prince,07-01-2024,Pen Set,Office,6,12,Pending
1236,Charlie  CHI,03-27-2024,Dumbbell,Sports,3,39,Delivered
1237,Paul  CHI,09-02-2024,Hat,Clothing,5,19,Delivered
1238,Paul  CHI,21-07-2024,Belt,Clothing,5,29.99,Pending
1239,Karen  ATL,02-09-2024,Toaster,Home,10,$29.99,pending
1240,Karen  ATL,07-05-2024,Pillow,Home,5,24,cancelled
1241,Rose  DAL,12-08-2024,Yoga Mat,Sports,8,$29.99,returned
1242,Nate  NYC,07-12-2024,Dress,Clothing,3,49,shipped
1243,Paul  CHI,19-01-2024,Resistance Band,Sports,7,12.99,processing
1244,Charlie  CHI,15-10-2024,Socks,Clothing,10,9.99,RETURNED
1245,Nate  NYC,10/24/2024,Headphones,Electronics,9,89.99,cancelled
1246,Mia  PDX,09-04-2024,Running Shoes,Sports,6,89.99,Delivered
1247,Charlie  CHI,23-09-2024,Socks,Clothing,8,$9.99,RETURNED
1248,Olivia  LA,12-01-2024,"""Lamp""",Home,1,39.99,returned
1249,Frank  DAL,06-08-2024,Jacket,Clothing,6,89.99,cancelled
1250,Frank  DAL,08/18/2024,"""Rug""",Home,10,$89.99,Pending
1251,Grace  SEA,06-07-2024,Charger,Electronics,9,$14.99,cancelled
1252,Ivy  MIA,10/27/24,Lamp,Home,10,39,RETURNED
1253,Olivia  LA,02-05-2024,Pen Set,Office,6,12.99,returned
1254,Eve  SF,09-06-2024,Toaster,Home,7,$29.99,pending
1255,Paul  CHI,07-02-2024,Socks,Clothing,10,9.99,shipped
1256,Mia  PDX,29-12-2024,Running Shoes,Sports,8,89,shipped
1257,Sam  SEA,05-27-2024,"""Dress""",Clothing,4,49.99,shipped
1258,Paul  CHI,10-04-2024,Charger,Electronics,9,15,shipped
1259,Nate  NYC,14-05-2024,Dress,Clothing,1,49,returned
1260,Diana  NYC,12/29/2024,Sneakers,Clothing,10,75,Pending
1261,Eve  SF,11-01-2024,TShirt,Clothing,9,25,pending
1262,Jack  PHX,05-21-2024,Pen Set,Office,7,12.99,pending
1263,Karen  ATL,11-07-2024,Clock,Home,5,19,returned
1264,Charlie  CHI,10/24/24,Whiteboard,Office,8,50,returned
1265,Olivia  LA,08-07-2024,Pen Set,Office,7,$12.99,shipped
1266,Jack  PHX,12/15/24,Dumbbell,Sports,8,40,delivered
1267,Olivia  LA,12-18-2024,Belt,Clothing,7,$29.99,Delivered
1268,Ivy  MIA,21-07-2024,"""Chair""",Office,3,199.99,cancelled
ORD-1269,Charlie  CHI,04/25/2024,Monitor,Electronics,3,299.99,shipped
1270,Karen  ATL,02/15/24,Toaster,Home,4,29,returned
1271,Jack  PHX,11-08-2024,"""Jacket""",Clothing,10,89.99,shipped
1272,Grace  SEA,02/14/24,Hat,Clothing,8,$19.99,pending
1273,Sam  SEA,05/21/24,Binder,Office,3,$5.99,cancelled
1274,Tina  BOS,09/22/2024,Notebook,Office,5,$8.99,processing
1275,Mia  PDX,09-12-2024,Monitor,Electronics,2,$299.99,returned
1276,Alice  NYC,07-06-2024,Stapler,Office,10,15,pending
1277,Charlie  CHI,07/22/2024,Laptop,Electronics,1,799.99,Delivered
1278,Quinn  SF,11-11-2024,"""Rug""",Home,9,89.99,Delivered
1279,Charlie  CHI,11/20/24,Jacket,Clothing,7,89.99,Delivered
1280,Hank  BOS,29-01-2024,USB Hub,Electronics,10,19.99,pending
1281,Eve  SF,05-12-2024,Belt,Clothing,9,29.99,RETURNED
1282,Ivy  MIA,09/25/24,Laptop,Electronics,7,800,Delivered
1283,Sam  SEA,10-17-2024,Clock,Home,1,19,RETURNED
1284,Diana  NYC,01-07-2024,Monitor,Electronics,1,299.99,delivered
1285,Mia  PDX,06-13-2024,TShirt,Clothing,7,$25.00,Pending
1286,Karen  ATL,04-01-2024,Charger,Electronics,9,14.99,processing
ORD-1287,Mia  PDX,02/14/2024,Blanket,Home,5,35,shipped
1288,Grace  SEA,04-10-2024,Desk Lamp,Office,10,34,cancelled
1289,Nate  NYC,01-01-2024,Jump Rope,Sports,1,10,Delivered
1290,Quinn  SF,02/17/24,Clock,Home,3,20,cancelled
1291,Quinn  SF,02/18/2024,Calculator,Office,2,24.99,pending
1292,Mia  PDX,29-05-2024,Yoga Mat,Sports,3,$29.99,RETURNED
1293,Mia  PDX,04-13-2024,Whiteboard,Office,4,49.99,returned
1294,Frank  DAL,19-08-2024,Binder,Office,6,$5.99,shipped
1295,Diana Prince,02-16-2024,Notebook,Office,6,$8.99,RETURNED
1296,Bob  LA,10-11-2024,"""Stapler""",Office,7,15,cancelled
1297,Diana  NYC,11-04-2024,"""Jeans""",Clothing,4,$59.99,RETURNED
1298,Charlie  CHI,26-11-2024,"""Pen Set""",Office,2,$12.99,pending
1299,Karen  ATL,21-07-2024,Coffee Maker,Home,10,59,delivered
1300,Nate  NYC,01/18/2024,Jacket,Clothing,8,$89.99,cancelled
1301,Paul  CHI,11-03-2024,"""Water Bottle""",Sports,5,14,cancelled
1302,Quinn  SF,05-10-2024,Yoga Mat,Sports,6,29,RETURNED
1303,Quinn  SF,16-01-2024,"""Stapler""",Office,10,$15.99,delivered
1304,Paul  CHI,12-02-2024,Dumbbell,Sports,2,$39.99,Delivered
1305,Bob  LA,05-01-2024,Hat,Clothing,3,$19.99,RETURNED
1306,Leo  DEN,10-15-2024,Webcam,Electronics,10,$59.99,shipped
1307,Frank  DAL,26-09-2024,Laptop,Electronics,4,799.99,delivered
1308,Tina  BOS,01-12-2024,Socks,Clothing,6,9.99,pending
1309,Quinn  SF,21-02-2024,Webcam,Electronics,7,59.99,Delivered
1310,Frank  DAL,12/21/2024,Clock,Home,3,19.99,RETURNED
1311,Sam  SEA,03/31/24,Blanket,Home,5,$34.99,Pending
1312,Sam  SEA,11/23/2024,Jump Rope,Sports,10,$9.99,returned
1313,Eve  SF,11/21/24,Monitor,Electronics,6,$299.99,RETURNED
1314,Ivy  MIA,25-01-2024,Webcam,Electronics,2,59.99,shipped
1315,Frank  DAL,09-02-2024,Rug,Home,7,89.99,cancelled
1316,Charlie  CHI,07-02-2024,"""Headphones""",Electronics,5,89.99,pending
1317,Frank  DAL,12/26/24,Yoga Mat,Sports,10,29,Pending
1318,Frank  DAL,07-04-2024,"""Toaster""",Home,6,$29.99,processing
1319,Rose  DAL,10/19/2024,Chair,Office,1,199,shipped
1320,Leo  DEN,04-12-2024,Headphones,Electronics,10,89,delivered
1321,Jack  PHX,07-09-2024,Blender,Home,7,44,returned
1322,Mia  PDX,13-08-2024,Lamp,Home,1,40,Delivered
1323,Ivy  MIA,07/30/2024,"""Jeans""",Clothing,6,59.99,cancelled
1324,Mia  PDX,06-02-2024,Clock,Home,4,19,Pending
1325,Bob  LA,02-03-2024,Resistance Band,Sports,10,$12.99,pending
1326,Frank  DAL,04-13-2024,"""Jacket""",Clothing,2,89,Delivered
1327,Charlie  CHI,08/22/24,Water Bottle,Sports,5,14.99,processing
1328,Diana  NYC,05/26/2024,Jeans,Clothing,10,59.99,RETURNED
ORD-1329,Ivy  MIA,03/14/2024,"""Clock""",Home,5,19,Pending
1330,Karen  ATL,21-06-2024,Tablet,Electronics,6,349.99,Delivered
1331,Paul  CHI,17-05-2024,Monitor,Electronics,8,300,returned
1332,Grace  SEA,09-20-2024,Clock,Home,6,19.99,returned
1333,Quinn  SF,01-30-2024,"""Resistance Band""",Sports,4,$12.99,delivered
1334,Leo  DEN,11/21/24,Whiteboard,Office,9,49,delivered
1335,Paul  CHI,24-03-2024,Belt,Clothing,6,30,returned
ORD-1336,Mia  PDX,17-05-2024,Dumbbell,Sports,4,$39.99,processing
1337,Alice  NYC,05-09-2024,Jacket,Clothing,1,$89.99,Delivered
1338,Ivy  MIA,06-03-2024,Lamp,Home,4,39,Pending
1339,Alice  NYC,02-02-2024,Chair,Office,2,199,Delivered
1340,Ivy  MIA,03-11-2024,Desk Lamp,Office,4,34.99,RETURNED
1341,Alice  NYC,01/19/2024,Chair,Office,7,199,cancelled
1342,Hank  BOS,02-04-2024,Lamp,Home,3,39.99,returned
1343,Ivy  MIA,23-04-2024,Dumbbell,Sports,6,39.99,cancelled
1344,Jack  PHX,01-03-2024,Whiteboard,Office,5,49,delivered
1345,Sam  SEA,02-03-2024,Yoga Mat,Sports,4,29.99,processing
1346,Bob  LA,18-10-2024,Jacket,Clothing,6,89,pending
1347,Frank  DAL,11/20/24,Lamp,Home,3,40,delivered
1348,Grace  SEA,10-11-2024,Jacket,Clothing,2,$89.99,Pending
ORD-1349,Paul  CHI,06/13/2024,Smartphone,Electronics,6,699.99,cancelled
1350,Alice  NYC,03-07-2024,Sneakers,Clothing,6,75,Pending
1351,Jack  PHX,11-01-2024,Headphones,Electronics,8,89.99,RETURNED
1352,Eve  SF,01-10-2024,Lamp,Home,3,39,cancelled
1353,Eve  SF,12/30/24,Charger,Electronics,2,15,Pending
1354,Ivy  MIA,11/30/24,Yoga Mat,Sports,1,29.99,delivered
1355,Nate  NYC,12/21/24,Smartphone,Electronics,3,$699.99,Delivered
1356,Diana  NYC,11-12-2024,Stapler,Office,2,15.99,Delivered
1357,Diana  NYC,02-07-2024,Dumbbell,Sports,9,$39.99,Delivered
1358,Rose  DAL,12-09-2024,Belt,Clothing,1,29.99,returned
1359,Paul  CHI,11-25-2024,"""Smartphone""",Electronics,2,700,shipped
1360,Jack  PHX,03-07-2024,Mouse,Electronics,1,25,Pending
1361,Diana  NYC,02-07-2024,Laptop,Electronics,3,800,Delivered
1362,Charlie  CHI,19-05-2024,Stapler,Office,7,15,shipped
1363,Frank  DAL,18-10-2024,Keyboard,Electronics,10,45,pending
1364,Leo  DEN,08/13/24,Belt,Clothing,2,29,returned
1365,Karen  ATL,08-12-2024,Running Shoes,Sports,10,$89.99,processing
ORD-1366,Tina  BOS,10-12-2024,Belt,Clothing,7,$29.99,delivered
1367,Frank  DAL,06-13-2024,Clock,Home,2,19,RETURNED
1368,Bob  LA,23-08-2024,Running Shoes,Sports,4,89.99,shipped
1369,Paul  CHI,25-07-2024,Tablet,Electronics,1,349.99,delivered
1370,Alice  NYC,15-04-2024,Resistance Band,Sports,9,12.99,RETURNED
1371,Bob  LA,30-08-2024,Lamp,Home,10,39.99,shipped
1372,Hank  BOS,01-24-2024,Chair,Office,6,199.99,shipped
1373,Nate  NYC,08-22-2024,Dumbbell,Sports,7,$39.99,RETURNED
1374,Nate  NYC,12-03-2024,Yoga Mat,Sports,8,29,processing
1375,Paul  CHI,09-17-2024,Smartphone,Electronics,10,699,pending
